Detected max OpenMP threads: 16

Starting K-Means (sequential baseline)
Points: 50000, Clusters: 10, Max Iterations: 1000

Iteration   16 | reassigned:      446 | max movement:     4.725535 | time (ms):      2.228
Iteration   17 | reassigned:      395 | max movement:     4.578894 | time (ms):      2.068
Iteration   18 | reassigned:      344 | max movement:     4.514096 | time (ms):      1.984
Iteration   19 | reassigned:      327 | max movement:     4.299544 | time (ms):      1.805
Iteration   20 | reassigned:      297 | max movement:     3.662638 | time (ms):      2.723
Iteration   21 | reassigned:      250 | max movement:     2.814556 | time (ms):      1.883
Iteration   22 | reassigned:      212 | max movement:     2.312627 | time (ms):      1.947
Iteration   23 | reassigned:      173 | max movement:     1.547551 | time (ms):      1.808
Iteration   24 | reassigned:      150 | max movement:     1.471828 | time (ms):      1.917
Iteration   25 | reassigned:      129 | max movement:     1.293487 | time (ms):      2.722
Iteration   26 | reassigned:      114 | max movement:     1.319676 | time (ms):      1.802
Iteration   27 | reassigned:       71 | max movement:     1.007283 | time (ms):      1.953
Iteration   28 | reassigned:       62 | max movement:     0.836507 | time (ms):      1.798
Iteration   29 | reassigned:       50 | max movement:     0.850341 | time (ms):      1.912
Iteration   30 | reassigned:       39 | max movement:     0.471602 | time (ms):      2.567
Iteration   31 | reassigned:       42 | max movement:     0.704650 | time (ms):      1.836
Iteration   32 | reassigned:       42 | max movement:     0.772832 | time (ms):      1.917
Iteration   33 | reassigned:       31 | max movement:     0.544407 | time (ms):      1.909
Iteration   34 | reassigned:       18 | max movement:     0.391712 | time (ms):      1.963
Iteration   35 | reassigned:       22 | max movement:     0.422982 | time (ms):      1.895
Iteration   36 | reassigned:       18 | max movement:     0.183481 | time (ms):      1.807
Iteration   37 | reassigned:       15 | max movement:     0.147125 | time (ms):      1.969
Iteration   38 | reassigned:       11 | max movement:     0.144469 | time (ms):      1.809
Iteration   39 | reassigned:       17 | max movement:     0.285217 | time (ms):      1.908
Iteration   40 | reassigned:       21 | max movement:     0.284746 | time (ms):      1.865
Iteration   41 | reassigned:       24 | max movement:     0.281690 | time (ms):      1.815
Iteration   42 | reassigned:       19 | max movement:     0.310108 | time (ms):      2.011
Iteration   43 | reassigned:       19 | max movement:     0.443358 | time (ms):      1.821
Iteration   44 | reassigned:       12 | max movement:     0.325370 | time (ms):      1.818
Iteration   45 | reassigned:       12 | max movement:     0.288010 | time (ms):      1.942
Iteration   46 | reassigned:       14 | max movement:     0.240113 | time (ms):      1.801
Iteration   47 | reassigned:       12 | max movement:     0.218218 | time (ms):      1.922
Iteration   48 | reassigned:        5 | max movement:     0.122977 | time (ms):      1.837
Iteration   49 | reassigned:        5 | max movement:     0.124736 | time (ms):      1.800
Iteration   50 | reassigned:        1 | max movement:     0.033316 | time (ms):      2.130
Iteration   51 | reassigned:        0 | max movement:     0.000000 | time (ms):      2.459

Starting K-Means (naive OpenMP baseline)
Points: 50000, Clusters: 10, Max Iterations: 1000
Configured threads: 1 | OpenMP reports max threads: 1
Iteration    1 | reassigned:    50000 | max movement:   146.099966 | time (ms):      1.557
Iteration    2 | reassigned:     7605 | max movement:    64.795984 | time (ms):      1.665
Iteration    3 | reassigned:     3975 | max movement:    42.587898 | time (ms):      1.699
Iteration    4 | reassigned:     2797 | max movement:    31.978641 | time (ms):      1.683
Iteration    5 | reassigned:     1952 | max movement:    24.155399 | time (ms):      1.593
Iteration    6 | reassigned:     1437 | max movement:    18.573604 | time (ms):      1.729
Iteration    7 | reassigned:     1213 | max movement:    16.190567 | time (ms):      1.618
Iteration    8 | reassigned:     1167 | max movement:    18.168311 | time (ms):      1.587
Iteration    9 | reassigned:     1221 | max movement:    19.897640 | time (ms):      1.786
Iteration   10 | reassigned:     1178 | max movement:    17.867649 | time (ms):      2.398
Iteration   11 | reassigned:     1118 | max movement:    14.782419 | time (ms):      1.578
Iteration   12 | reassigned:     1026 | max movement:    10.781743 | time (ms):      1.734
Iteration   13 | reassigned:      958 | max movement:     8.019157 | time (ms):      1.560
Iteration   14 | reassigned:      922 | max movement:     7.655137 | time (ms):      1.568
Iteration   15 | reassigned:      928 | max movement:     8.495632 | time (ms):      1.708
Iteration   16 | reassigned:      882 | max movement:     9.323526 | time (ms):      1.552
Iteration   17 | reassigned:      859 | max movement:     9.184673 | time (ms):      1.591
Iteration   18 | reassigned:      796 | max movement:     9.232759 | time (ms):      1.855
Iteration   19 | reassigned:      789 | max movement:     9.149255 | time (ms):      1.745
Iteration   20 | reassigned:      805 | max movement:    10.217238 | time (ms):      1.567
Iteration   21 | reassigned:      845 | max movement:    11.961146 | time (ms):      1.741
Iteration   22 | reassigned:      941 | max movement:    15.068757 | time (ms):      1.532
Iteration   23 | reassigned:      997 | max movement:    15.340640 | time (ms):      1.598
Iteration   24 | reassigned:      973 | max movement:    14.407206 | time (ms):      1.731
Iteration   25 | reassigned:      881 | max movement:    12.531410 | time (ms):      1.553
Iteration   26 | reassigned:      771 | max movement:     9.411123 | time (ms):      1.553
Iteration   27 | reassigned:      679 | max movement:     8.254305 | time (ms):      1.676
Iteration   28 | reassigned:      658 | max movement:     8.234129 | time (ms):      1.722
Iteration   29 | reassigned:      638 | max movement:     7.942876 | time (ms):      1.606
Iteration   30 | reassigned:      625 | max movement:     7.003403 | time (ms):      1.809
Iteration   31 | reassigned:      540 | max movement:     6.074364 | time (ms):      1.779
Iteration   32 | reassigned:      528 | max movement:     5.455717 | time (ms):      1.516
Iteration   33 | reassigned:      503 | max movement:     5.526573 | time (ms):      1.775
Iteration   34 | reassigned:      391 | max movement:     4.246682 | time (ms):      1.548
Iteration   35 | reassigned:      338 | max movement:     3.846131 | time (ms):      1.910
Iteration   36 | reassigned:      281 | max movement:     2.594847 | time (ms):      1.707
Iteration   37 | reassigned:      215 | max movement:     1.999932 | time (ms):      1.566
Iteration   38 | reassigned:      184 | max movement:     1.702390 | time (ms):      1.657
Iteration   39 | reassigned:      172 | max movement:     1.807665 | time (ms):      2.079
Iteration   40 | reassigned:      135 | max movement:     1.610172 | time (ms):      1.660
Iteration   41 | reassigned:      136 | max movement:     1.812550 | time (ms):      1.519
Iteration   42 | reassigned:      121 | max movement:     1.500972 | time (ms):      1.697
Iteration   43 | reassigned:      109 | max movement:     1.077695 | time (ms):      1.619
Iteration   44 | reassigned:       88 | max movement:     0.867798 | time (ms):      1.536
Iteration   45 | reassigned:       83 | max movement:     0.988385 | time (ms):      2.300
Iteration   46 | reassigned:       74 | max movement:     0.854243 | time (ms):      1.702
Iteration   47 | reassigned:       52 | max movement:     0.743430 | time (ms):      1.924
Iteration   48 | reassigned:       48 | max movement:     0.625814 | time (ms):      1.589
Iteration   49 | reassigned:       43 | max movement:     0.526877 | time (ms):      1.544
Iteration   50 | reassigned:       46 | max movement:     0.733968 | time (ms):      1.645
Iteration   51 | reassigned:       44 | max movement:     0.749431 | time (ms):      1.625
Iteration   52 | reassigned:       38 | max movement:     0.643949 | time (ms):      1.566
Iteration   53 | reassigned:       27 | max movement:     0.451860 | time (ms):      1.668
Iteration   54 | reassigned:       21 | max movement:     0.340052 | time (ms):      1.582
Iteration   55 | reassigned:       16 | max movement:     0.274212 | time (ms):      1.522
Iteration   56 | reassigned:       19 | max movement:     0.302108 | time (ms):      1.671
Iteration   57 | reassigned:       24 | max movement:     0.399107 | time (ms):      1.737
Iteration   58 | reassigned:       25 | max movement:     0.531716 | time (ms):      1.563
Iteration   59 | reassigned:       29 | max movement:     0.495042 | time (ms):      1.688
Iteration   60 | reassigned:       22 | max movement:     0.347143 | time (ms):      1.729
Iteration   61 | reassigned:       25 | max movement:     0.355241 | time (ms):      1.549
Iteration   62 | reassigned:       22 | max movement:     0.398922 | time (ms):      1.706
Iteration   63 | reassigned:       26 | max movement:     0.424254 | time (ms):      1.624
Iteration   64 | reassigned:       17 | max movement:     0.356945 | time (ms):      1.578
Iteration   65 | reassigned:       13 | max movement:     0.203855 | time (ms):      1.669
Iteration   66 | reassigned:       11 | max movement:     0.241997 | time (ms):      1.605
Iteration   67 | reassigned:        8 | max movement:     0.198519 | time (ms):      1.586
Iteration   68 | reassigned:        5 | max movement:     0.127821 | time (ms):      1.672
Iteration   69 | reassigned:        7 | max movement:     0.189799 | time (ms):      1.611
Iteration   70 | reassigned:        6 | max movement:     0.161966 | time (ms):      1.541
Iteration   71 | reassigned:        2 | max movement:     0.068382 | time (ms):      1.591
Iteration   72 | reassigned:        1 | max movement:     0.033474 | time (ms):      1.636
Iteration   73 | reassigned:        0 | max movement:     0.000000 | time (ms):      1.579

Starting K-Means (naive OpenMP baseline)
Points: 50000, Clusters: 10, Max Iterations: 1000
Configured threads: 1 | OpenMP reports max threads: 1
Iteration    1 | reassigned:    50000 | max movement:   255.115888 | time (ms):      2.131
Iteration    2 | reassigned:    12733 | max movement:   127.152852 | time (ms):      2.269
Iteration    3 | reassigned:     5886 | max movement:    54.076826 | time (ms):      2.034
Iteration    4 | reassigned:     4250 | max movement:    42.305998 | time (ms):      1.630
Iteration    5 | reassigned:     3591 | max movement:    35.151867 | time (ms):      1.581
Iteration    6 | reassigned:     2944 | max movement:    30.627521 | time (ms):      1.803
Iteration    7 | reassigned:     2426 | max movement:    27.171356 | time (ms):      1.590
Iteration    8 | reassigned:     1920 | max movement:    23.223461 | time (ms):      1.600
Iteration    9 | reassigned:     1608 | max movement:    19.445633 | time (ms):      1.761
Iteration   10 | reassigned:     1223 | max movement:    13.676613 | time (ms):      1.549
Iteration   11 | reassigned:      958 | max movement:    10.618072 | time (ms):      1.553
Iteration   12 | reassigned:      773 | max movement:     8.334361 | time (ms):      1.764
Iteration   13 | reassigned:      640 | max movement:     6.716498 | time (ms):      1.602
Iteration   14 | reassigned:      531 | max movement:     5.128861 | time (ms):      1.585
Iteration   15 | reassigned:      424 | max movement:     4.910608 | time (ms):      1.726
Iteration   16 | reassigned:      358 | max movement:     4.050521 | time (ms):      1.555
Iteration   17 | reassigned:      276 | max movement:     3.257065 | time (ms):      1.540
Iteration   18 | reassigned:      251 | max movement:     2.764352 | time (ms):      1.762
Iteration   19 | reassigned:      202 | max movement:     2.394247 | time (ms):      2.345
Iteration   20 | reassigned:      177 | max movement:     2.099915 | time (ms):      1.546
Iteration   21 | reassigned:      139 | max movement:     1.662567 | time (ms):      1.729
Iteration   22 | reassigned:      108 | max movement:     1.407719 | time (ms):      1.609
Iteration   23 | reassigned:       87 | max movement:     1.153325 | time (ms):      1.648
Iteration   24 | reassigned:       73 | max movement:     1.097426 | time (ms):      1.691
Iteration   25 | reassigned:       68 | max movement:     0.592274 | time (ms):      1.540
Iteration   26 | reassigned:       55 | max movement:     0.574911 | time (ms):      1.592
Iteration   27 | reassigned:       44 | max movement:     0.483999 | time (ms):      1.701
Iteration   28 | reassigned:       43 | max movement:     0.624748 | time (ms):      1.559
Iteration   29 | reassigned:       43 | max movement:     0.668995 | time (ms):      1.515
Iteration   30 | reassigned:       46 | max movement:     0.912670 | time (ms):      2.120
Iteration   31 | reassigned:       57 | max movement:     1.024880 | time (ms):      1.597
Iteration   32 | reassigned:       55 | max movement:     1.069681 | time (ms):      1.576
Iteration   33 | reassigned:       52 | max movement:     0.745305 | time (ms):      1.798
Iteration   34 | reassigned:       47 | max movement:     0.609299 | time (ms):      1.537
Iteration   35 | reassigned:       47 | max movement:     0.562929 | time (ms):      1.527
Iteration   36 | reassigned:       31 | max movement:     0.392108 | time (ms):      1.705
Iteration   37 | reassigned:       38 | max movement:     0.454827 | time (ms):      1.522
Iteration   38 | reassigned:       30 | max movement:     0.424376 | time (ms):      1.548
Iteration   39 | reassigned:       27 | max movement:     0.388575 | time (ms):      1.682
Iteration   40 | reassigned:       21 | max movement:     0.308642 | time (ms):      1.488
Iteration   41 | reassigned:       16 | max movement:     0.282552 | time (ms):      1.571
Iteration   42 | reassigned:       22 | max movement:     0.264183 | time (ms):      1.737
Iteration   43 | reassigned:       19 | max movement:     0.230444 | time (ms):      1.627
Iteration   44 | reassigned:       20 | max movement:     0.226780 | time (ms):      1.602
Iteration   45 | reassigned:       16 | max movement:     0.239134 | time (ms):      1.813
Iteration   46 | reassigned:       15 | max movement:     0.307046 | time (ms):      1.525
Iteration   47 | reassigned:       14 | max movement:     0.206331 | time (ms):      1.547
Iteration   48 | reassigned:       12 | max movement:     0.153946 | time (ms):      2.055
Iteration   49 | reassigned:        8 | max movement:     0.141003 | time (ms):      2.074
Iteration   50 | reassigned:        4 | max movement:     0.088075 | time (ms):      1.688
Iteration   51 | reassigned:        2 | max movement:     0.057519 | time (ms):      1.616
Iteration   52 | reassigned:        0 | max movement:     0.000000 | time (ms):      1.594

Starting K-Means (naive OpenMP baseline)
Points: 50000, Clusters: 10, Max Iterations: 1000
Configured threads: 1 | OpenMP reports max threads: 1
Iteration    1 | reassigned:    50000 | max movement:   198.463080 | time (ms):      1.719
Iteration    2 | reassigned:     8421 | max movement:    59.944949 | time (ms):      1.657
Iteration    3 | reassigned:     3513 | max movement:    38.624975 | time (ms):      1.582
Iteration    4 | reassigned:     2689 | max movement:    28.480559 | time (ms):      1.727
Iteration    5 | reassigned:     2248 | max movement:    21.866558 | time (ms):      1.631
Iteration    6 | reassigned:     1906 | max movement:    18.928731 | time (ms):      1.558
Iteration    7 | reassigned:     1587 | max movement:    16.383393 | time (ms):      2.488
Iteration    8 | reassigned:     1438 | max movement:    13.408756 | time (ms):      1.705
Iteration    9 | reassigned:     1247 | max movement:    11.584877 | time (ms):      1.976
Iteration   10 | reassigned:     1094 | max movement:     9.682253 | time (ms):      1.555
Iteration   11 | reassigned:      914 | max movement:     8.722842 | time (ms):      1.571
Iteration   12 | reassigned:      775 | max movement:     6.756788 | time (ms):      1.810
Iteration   13 | reassigned:      704 | max movement:     6.170147 | time (ms):      2.271
